Measure Names,reg_area_cod,species,year,Measure Values
landings,7BCEFGHJK,SFV,2003,7.15
discards,7BCEFGHJK,SFV,2004,
landings,7BCEFGHJK,SFV,2004,2.01
discards,7BCEFGHJK,SGI,2010,
landings,7BCEFGHJK,SGI,2010,0.5
discards,7BCEFGHJK,SGQ,2003,0.062
landings,7BCEFGHJK,SGQ,2003,0
discards,7BCEFGHJK,SHD,2003,
landings,7BCEFGHJK,SHD,2003,0.197
discards,7BCEFGHJK,SHD,2004,
landings,7BCEFGHJK,SHD,2004,0.934
discards,7BCEFGHJK,SHD,2005,
landings,7BCEFGHJK,SHD,2005,0.04
discards,7BCEFGHJK,SHD,2006,
landings,7BCEFGHJK,SHD,2006,0.036
discards,7BCEFGHJK,SHD,2007,
landings,7BCEFGHJK,SHD,2007,0.022
discards,7BCEFGHJK,SHD,2008,
landings,7BCEFGHJK,SHD,2008,0.012
discards,7BCEFGHJK,SHD,2009,
landings,7BCEFGHJK,SHD,2009,0.012
discards,7BCEFGHJK,SHD,2014,
landings,7BCEFGHJK,SHD,2014,0.05694
discards,7BCEFGHJK,SHD,2015,
landings,7BCEFGHJK,SHD,2015,0.08987
discards,7BCEFGHJK,SHO,2003,
landings,7BCEFGHJK,SHO,2003,0.07
discards,7BCEFGHJK,SHO,2004,0.821
landings,7BCEFGHJK,SHO,2004,0.81
discards,7BCEFGHJK,SHO,2005,1.006
landings,7BCEFGHJK,SHO,2005,0
discards,7BCEFGHJK,SHO,2008,44.653
landings,7BCEFGHJK,SHO,2008,0
discards,7BCEFGHJK,SHO,2009,2
landings,7BCEFGHJK,SHO,2009,0
discards,7BCEFGHJK,SHO,2010,27.78
landings,7BCEFGHJK,SHO,2010,0
discards,7BCEFGHJK,SHO,2011,73.06
landings,7BCEFGHJK,SHO,2011,0
discards,7BCEFGHJK,SHO,2012,23.63
landings,7BCEFGHJK,SHO,2012,0
discards,7BCEFGHJK,SHO,2013,38.22
landings,7BCEFGHJK,SHO,2013,0
discards,7BCEFGHJK,SHO,2014,155.43
landings,7BCEFGHJK,SHO,2014,0
discards,7BCEFGHJK,SHO,2015,40.37
landings,7BCEFGHJK,SHO,2015,0
discards,7BCEFGHJK,SHZ,2004,2.301
landings,7BCEFGHJK,SHZ,2004,0
discards,7BCEFGHJK,SHZ,2009,2.051
landings,7BCEFGHJK,SHZ,2009,0
discards,7BCEFGHJK,SHZ,2011,
landings,7BCEFGHJK,SHZ,2011,0.033
discards,7BCEFGHJK,SHZ,2012,
landings,7BCEFGHJK,SHZ,2012,0.105
discards,7BCEFGHJK,SHZ,2013,
landings,7BCEFGHJK,SHZ,2013,0.012
discards,7BCEFGHJK,SHZ,2014,
landings,7BCEFGHJK,SHZ,2014,0.004
discards,7BCEFGHJK,SHZ,2015,
landings,7BCEFGHJK,SHZ,2015,0.004
discards,7BCEFGHJK,SIL,2006,0
landings,7BCEFGHJK,SIL,2006,0.005
discards,7BCEFGHJK,SKA,2003,0
landings,7BCEFGHJK,SKA,2003,2151.928
discards,7BCEFGHJK,SKA,2004,0
landings,7BCEFGHJK,SKA,2004,2174.263
discards,7BCEFGHJK,SKA,2005,0
landings,7BCEFGHJK,SKA,2005,2361.424
discards,7BCEFGHJK,SKA,2006,0
landings,7BCEFGHJK,SKA,2006,2334.755
discards,7BCEFGHJK,SKA,2007,160.097
landings,7BCEFGHJK,SKA,2007,2321.729
discards,7BCEFGHJK,SKA,2008,22.683
landings,7BCEFGHJK,SKA,2008,1530.39
discards,7BCEFGHJK,SKA,2009,89.818
landings,7BCEFGHJK,SKA,2009,1527.541
discards,7BCEFGHJK,SKA,2011,
landings,7BCEFGHJK,SKA,2011,25.314
discards,7BCEFGHJK,SKA,2012,17.102
landings,7BCEFGHJK,SKA,2012,75.264
discards,7BCEFGHJK,SKA,2013,
landings,7BCEFGHJK,SKA,2013,15.153
discards,7BCEFGHJK,SKA,2014,0
landings,7BCEFGHJK,SKA,2014,0.62
discards,7BCEFGHJK,SKA,2015,
landings,7BCEFGHJK,SKA,2015,1.342
discards,7BCEFGHJK,SKH,2011,
landings,7BCEFGHJK,SKH,2011,0.051
discards,7BCEFGHJK,SKH,2014,
landings,7BCEFGHJK,SKH,2014,0.465
discards,7BCEFGHJK,SKH,2015,
landings,7BCEFGHJK,SKH,2015,0.097
discards,7BCEFGHJK,SKJ,2015,
landings,7BCEFGHJK,SKJ,2015,0.0833
discards,7BCEFGHJK,SKX,2014,
landings,7BCEFGHJK,SKX,2014,1.4
discards,7BCEFGHJK,SKX,2015,
landings,7BCEFGHJK,SKX,2015,2.3
discards,7BCEFGHJK,SLI,2004,
landings,7BCEFGHJK,SLI,2004,0.051
discards,7BCEFGHJK,SLO,2015,
landings,7BCEFGHJK,SLO,2015,0.064
discards,7BCEFGHJK,SMD,2003,6.386
landings,7BCEFGHJK,SMD,2003,0
discards,7BCEFGHJK,SMD,2004,2.166
landings,7BCEFGHJK,SMD,2004,0
discards,7BCEFGHJK,SMD,2005,5.96
landings,7BCEFGHJK,SMD,2005,0
discards,7BCEFGHJK,SMD,2006,7.816
landings,7BCEFGHJK,SMD,2006,0
discards,7BCEFGHJK,SMD,2007,15.655
landings,7BCEFGHJK,SMD,2007,0
discards,7BCEFGHJK,SMD,2008,14.986
landings,7BCEFGHJK,SMD,2008,0
discards,7BCEFGHJK,SMD,2009,20.577
landings,7BCEFGHJK,SMD,2009,0
discards,7BCEFGHJK,SMD,2011,1.651
landings,7BCEFGHJK,SMD,2011,40.863
discards,7BCEFGHJK,SMD,2012,15.738
landings,7BCEFGHJK,SMD,2012,27.377
discards,7BCEFGHJK,SMD,2013,16.764
landings,7BCEFGHJK,SMD,2013,54.487
discards,7BCEFGHJK,SMD,2014,641.364
landings,7BCEFGHJK,SMD,2014,66.341
discards,7BCEFGHJK,SMD,2015,6.255
landings,7BCEFGHJK,SMD,2015,90.7966
discards,7BCEFGHJK,SME,2008,
landings,7BCEFGHJK,SME,2008,0.01
discards,7BCEFGHJK,SME,2009,
landings,7BCEFGHJK,SME,2009,0.01
discards,7BCEFGHJK,SMX,2014,
landings,7BCEFGHJK,SMX,2014,0.1126
discards,7BCEFGHJK,SMX,2015,
landings,7BCEFGHJK,SMX,2015,0.0121
discards,7BCEFGHJK,SOL,2003,53.646
landings,7BCEFGHJK,SOL,2003,2002.8166
discards,7BCEFGHJK,SOL,2004,365.914
landings,7BCEFGHJK,SOL,2004,1845.9675
discards,7BCEFGHJK,SOL,2005,20.218
landings,7BCEFGHJK,SOL,2005,2030.3486
discards,7BCEFGHJK,SOL,2006,12.657
landings,7BCEFGHJK,SOL,2006,1922.925
discards,7BCEFGHJK,SOL,2007,105.772
landings,7BCEFGHJK,SOL,2007,1897.963
discards,7BCEFGHJK,SOL,2008,20.883
landings,7BCEFGHJK,SOL,2008,1604.0601
discards,7BCEFGHJK,SOL,2009,41.56
landings,7BCEFGHJK,SOL,2009,1519.44009
discards,7BCEFGHJK,SOL,2010,146.770042
landings,7BCEFGHJK,SOL,2010,1616.4482
discards,7BCEFGHJK,SOL,2011,42.746057
landings,7BCEFGHJK,SOL,2011,1838.70683
discards,7BCEFGHJK,SOL,2012,26.575075
landings,7BCEFGHJK,SOL,2012,1954.28733
discards,7BCEFGHJK,SOL,2013,73.545762
landings,7BCEFGHJK,SOL,2013,1938.55422
discards,7BCEFGHJK,SOL,2014,167.204912
landings,7BCEFGHJK,SOL,2014,2032.37334
discards,7BCEFGHJK,SOL,2015,110.374454
landings,7BCEFGHJK,SOL,2015,1764.76931
discards,7BCEFGHJK,SOS,2003,3.775
landings,7BCEFGHJK,SOS,2003,0.985
discards,7BCEFGHJK,SOS,2004,2.369
landings,7BCEFGHJK,SOS,2004,0.764
discards,7BCEFGHJK,SOS,2005,0.168
landings,7BCEFGHJK,SOS,2005,0.544
discards,7BCEFGHJK,SOS,2006,3.957
landings,7BCEFGHJK,SOS,2006,5.332
discards,7BCEFGHJK,SOS,2007,1.897
landings,7BCEFGHJK,SOS,2007,11.87
discards,7BCEFGHJK,SOS,2008,1.202
landings,7BCEFGHJK,SOS,2008,5.199
discards,7BCEFGHJK,SOS,2009,2.109
landings,7BCEFGHJK,SOS,2009,5.031
discards,7BCEFGHJK,SOS,2010,0.499
landings,7BCEFGHJK,SOS,2010,0
discards,7BCEFGHJK,SOS,2011,0.7
landings,7BCEFGHJK,SOS,2011,22.107
discards,7BCEFGHJK,SOS,2012,0.939
landings,7BCEFGHJK,SOS,2012,29.497
discards,7BCEFGHJK,SOS,2013,1.466
landings,7BCEFGHJK,SOS,2013,27.514
discards,7BCEFGHJK,SOS,2014,9.156776
landings,7BCEFGHJK,SOS,2014,59.82804
discards,7BCEFGHJK,SOS,2015,4.511023
landings,7BCEFGHJK,SOS,2015,57.94308
discards,7BCEFGHJK,SOX,2003,0
landings,7BCEFGHJK,SOX,2003,15.548
discards,7BCEFGHJK,SOX,2004,0
landings,7BCEFGHJK,SOX,2004,46.502
discards,7BCEFGHJK,SOX,2005,0
landings,7BCEFGHJK,SOX,2005,9.565
discards,7BCEFGHJK,SOX,2006,0
landings,7BCEFGHJK,SOX,2006,8.96
discards,7BCEFGHJK,SOX,2007,0
landings,7BCEFGHJK,SOX,2007,5.307
discards,7BCEFGHJK,SOX,2008,
landings,7BCEFGHJK,SOX,2008,4.662
discards,7BCEFGHJK,SOX,2009,
landings,7BCEFGHJK,SOX,2009,4.67
discards,7BCEFGHJK,SOX,2012,
landings,7BCEFGHJK,SOX,2012,3.32
discards,7BCEFGHJK,SOX,2013,
landings,7BCEFGHJK,SOX,2013,0.76
discards,7BCEFGHJK,SOX,2014,
landings,7BCEFGHJK,SOX,2014,3.06
discards,7BCEFGHJK,SOX,2015,
landings,7BCEFGHJK,SOX,2015,3.31
discards,7BCEFGHJK,SPR,2003,8.323
landings,7BCEFGHJK,SPR,2003,224.615
discards,7BCEFGHJK,SPR,2004,10.924
landings,7BCEFGHJK,SPR,2004,40.17
discards,7BCEFGHJK,SPR,2005,3.143
landings,7BCEFGHJK,SPR,2005,0.005
discards,7BCEFGHJK,SPR,2006,3.223
landings,7BCEFGHJK,SPR,2006,79.05
discards,7BCEFGHJK,SPR,2007,1.553
landings,7BCEFGHJK,SPR,2007,8.98
discards,7BCEFGHJK,SPR,2008,2.521
landings,7BCEFGHJK,SPR,2008,6.25
discards,7BCEFGHJK,SPR,2009,5.24
landings,7BCEFGHJK,SPR,2009,481.21
discards,7BCEFGHJK,SPR,2010,1.197
landings,7BCEFGHJK,SPR,2010,22.878
discards,7BCEFGHJK,SPR,2011,9.197
landings,7BCEFGHJK,SPR,2011,12.232
discards,7BCEFGHJK,SPR,2012,2.531
landings,7BCEFGHJK,SPR,2012,1112.852
discards,7BCEFGHJK,SPR,2013,9.866
landings,7BCEFGHJK,SPR,2013,118.787
discards,7BCEFGHJK,SPR,2014,0.571
landings,7BCEFGHJK,SPR,2014,60.955
discards,7BCEFGHJK,SPR,2015,3.185
landings,7BCEFGHJK,SPR,2015,70.481
discards,7BCEFGHJK,SPU,2005,
landings,7BCEFGHJK,SPU,2005,0.012
discards,7BCEFGHJK,SPU,2006,
landings,7BCEFGHJK,SPU,2006,0.064
discards,7BCEFGHJK,SPU,2007,
landings,7BCEFGHJK,SPU,2007,0.851
discards,7BCEFGHJK,SPU,2014,
landings,7BCEFGHJK,SPU,2014,0.0011
discards,7BCEFGHJK,SPU,2015,
landings,7BCEFGHJK,SPU,2015,0.0075
discards,7BCEFGHJK,SQA,2011,
landings,7BCEFGHJK,SQA,2011,0.002
discards,7BCEFGHJK,SQA,2012,
landings,7BCEFGHJK,SQA,2012,0.073
discards,7BCEFGHJK,SQC,2003,37.941
landings,7BCEFGHJK,SQC,2003,1985.44
discards,7BCEFGHJK,SQC,2004,68.482
landings,7BCEFGHJK,SQC,2004,2081.312
discards,7BCEFGHJK,SQC,2005,15.227
landings,7BCEFGHJK,SQC,2005,1608.757
discards,7BCEFGHJK,SQC,2006,149.679
landings,7BCEFGHJK,SQC,2006,1473.162
discards,7BCEFGHJK,SQC,2007,33.277
landings,7BCEFGHJK,SQC,2007,1303.783
discards,7BCEFGHJK,SQC,2008,29.082
landings,7BCEFGHJK,SQC,2008,878.374
discards,7BCEFGHJK,SQC,2009,3.605
landings,7BCEFGHJK,SQC,2009,874.52999
discards,7BCEFGHJK,SQC,2010,2.8
landings,7BCEFGHJK,SQC,2010,0
discards,7BCEFGHJK,SQC,2011,11.641
landings,7BCEFGHJK,SQC,2011,410.865
discards,7BCEFGHJK,SQC,2012,43.678
landings,7BCEFGHJK,SQC,2012,417.648
discards,7BCEFGHJK,SQC,2013,2.009
landings,7BCEFGHJK,SQC,2013,608.64
discards,7BCEFGHJK,SQC,2014,12.598
landings,7BCEFGHJK,SQC,2014,758.2603
discards,7BCEFGHJK,SQC,2015,8.348
landings,7BCEFGHJK,SQC,2015,773.7807
discards,7BCEFGHJK,SQE,2007,0.014
landings,7BCEFGHJK,SQE,2007,0
discards,7BCEFGHJK,SQE,2011,
landings,7BCEFGHJK,SQE,2011,20.259
discards,7BCEFGHJK,SQE,2012,
landings,7BCEFGHJK,SQE,2012,27.797
discards,7BCEFGHJK,SQE,2013,
landings,7BCEFGHJK,SQE,2013,45.408
discards,7BCEFGHJK,SQE,2014,
landings,7BCEFGHJK,SQE,2014,104.378
discards,7BCEFGHJK,SQE,2015,
landings,7BCEFGHJK,SQE,2015,286.934
discards,7BCEFGHJK,SQI,2003,0
landings,7BCEFGHJK,SQI,2003,103.042
discards,7BCEFGHJK,SQI,2004,0
landings,7BCEFGHJK,SQI,2004,106.192
discards,7BCEFGHJK,SQI,2005,0
landings,7BCEFGHJK,SQI,2005,73.634
discards,7BCEFGHJK,SQI,2006,0
landings,7BCEFGHJK,SQI,2006,56.381
discards,7BCEFGHJK,SQI,2007,5.518
landings,7BCEFGHJK,SQI,2007,39.183
discards,7BCEFGHJK,SQI,2008,1.441
landings,7BCEFGHJK,SQI,2008,69.805
discards,7BCEFGHJK,SQI,2009,
landings,7BCEFGHJK,SQI,2009,61.762
discards,7BCEFGHJK,SQI,2010,
landings,7BCEFGHJK,SQI,2010,2716.0288
discards,7BCEFGHJK,SQI,2011,
landings,7BCEFGHJK,SQI,2011,2204.4822
discards,7BCEFGHJK,SQI,2012,
landings,7BCEFGHJK,SQI,2012,372.0595
discards,7BCEFGHJK,SQI,2013,
landings,7BCEFGHJK,SQI,2013,1962.048
discards,7BCEFGHJK,SQI,2014,
landings,7BCEFGHJK,SQI,2014,580.522
discards,7BCEFGHJK,SQI,2015,
landings,7BCEFGHJK,SQI,2015,901.505
discards,7BCEFGHJK,SQL,2012,
landings,7BCEFGHJK,SQL,2012,2.66
discards,7BCEFGHJK,SQR,2012,0
landings,7BCEFGHJK,SQR,2012,0.1
discards,7BCEFGHJK,SQR,2015,
landings,7BCEFGHJK,SQR,2015,1.704
discards,7BCEFGHJK,SQS,2003,
landings,7BCEFGHJK,SQS,2003,90.895
discards,7BCEFGHJK,SQS,2004,
landings,7BCEFGHJK,SQS,2004,91.6168
discards,7BCEFGHJK,SQS,2005,
landings,7BCEFGHJK,SQS,2005,66.1778
discards,7BCEFGHJK,SQS,2006,
landings,7BCEFGHJK,SQS,2006,60.2553
discards,7BCEFGHJK,SQS,2007,
landings,7BCEFGHJK,SQS,2007,0.022
discards,7BCEFGHJK,SQS,2008,
landings,7BCEFGHJK,SQS,2008,60.3887
discards,7BCEFGHJK,SQS,2012,
landings,7BCEFGHJK,SQS,2012,4.12
discards,7BCEFGHJK,SQS,2013,
landings,7BCEFGHJK,SQS,2013,1.17
discards,7BCEFGHJK,SQS,2014,
landings,7BCEFGHJK,SQS,2014,0.46
discards,7BCEFGHJK,SQS,2015,
landings,7BCEFGHJK,SQS,2015,1.145
discards,7BCEFGHJK,SQU,2011,
landings,7BCEFGHJK,SQU,2011,2.339
discards,7BCEFGHJK,SQU,2012,
landings,7BCEFGHJK,SQU,2012,79.782
discards,7BCEFGHJK,SQU,2013,
landings,7BCEFGHJK,SQU,2013,108.981
discards,7BCEFGHJK,SQU,2014,
landings,7BCEFGHJK,SQU,2014,1568.97115
discards,7BCEFGHJK,SQU,2015,
landings,7BCEFGHJK,SQU,2015,1696.63697
discards,7BCEFGHJK,SQY,2015,
landings,7BCEFGHJK,SQY,2015,0.03
discards,7BCEFGHJK,SRG,2006,
landings,7BCEFGHJK,SRG,2006,0.006
discards,7BCEFGHJK,SRG,2014,
landings,7BCEFGHJK,SRG,2014,0.37988
discards,7BCEFGHJK,SRG,2015,
landings,7BCEFGHJK,SRG,2015,0.00962
discards,7BCEFGHJK,SRX,2003,
landings,7BCEFGHJK,SRX,2003,1827.3746
discards,7BCEFGHJK,SRX,2004,9.93
landings,7BCEFGHJK,SRX,2004,1669.4413
discards,7BCEFGHJK,SRX,2005,22.456
landings,7BCEFGHJK,SRX,2005,1316.3119
discards,7BCEFGHJK,SRX,2006,19.968
landings,7BCEFGHJK,SRX,2006,1436.2653
discards,7BCEFGHJK,SRX,2007,10.217
landings,7BCEFGHJK,SRX,2007,1398.8843
discards,7BCEFGHJK,SRX,2008,91.051
landings,7BCEFGHJK,SRX,2008,803.0595
discards,7BCEFGHJK,SRX,2009,
landings,7BCEFGHJK,SRX,2009,176.7838
discards,7BCEFGHJK,SRX,2010,
landings,7BCEFGHJK,SRX,2010,217.2284
discards,7BCEFGHJK,SRX,2011,
landings,7BCEFGHJK,SRX,2011,106.38693
discards,7BCEFGHJK,SRX,2012,
landings,7BCEFGHJK,SRX,2012,36.84494
discards,7BCEFGHJK,SRX,2013,
landings,7BCEFGHJK,SRX,2013,2.007
discards,7BCEFGHJK,SRX,2014,
landings,7BCEFGHJK,SRX,2014,0.164
discards,7BCEFGHJK,SRX,2015,
landings,7BCEFGHJK,SRX,2015,8.43
discards,7BCEFGHJK,STU,2003,
landings,7BCEFGHJK,STU,2003,0.17
discards,7BCEFGHJK,SWO,2003,0
landings,7BCEFGHJK,SWO,2003,3.195
discards,7BCEFGHJK,SWO,2004,
landings,7BCEFGHJK,SWO,2004,0.365
discards,7BCEFGHJK,SWO,2005,0
landings,7BCEFGHJK,SWO,2005,0.295
discards,7BCEFGHJK,SWO,2006,
landings,7BCEFGHJK,SWO,2006,1.04
discards,7BCEFGHJK,SWO,2007,
landings,7BCEFGHJK,SWO,2007,0.3
discards,7BCEFGHJK,SWO,2008,
landings,7BCEFGHJK,SWO,2008,0.58
discards,7BCEFGHJK,SWO,2009,
landings,7BCEFGHJK,SWO,2009,0.48
discards,7BCEFGHJK,SWO,2010,
landings,7BCEFGHJK,SWO,2010,0.3
discards,7BCEFGHJK,SWO,2011,
landings,7BCEFGHJK,SWO,2011,0.178
discards,7BCEFGHJK,SWO,2012,
landings,7BCEFGHJK,SWO,2012,0.8454
discards,7BCEFGHJK,SWO,2013,
landings,7BCEFGHJK,SWO,2013,1.53
discards,7BCEFGHJK,SWO,2014,
landings,7BCEFGHJK,SWO,2014,0.26745
discards,7BCEFGHJK,SWO,2015,
landings,7BCEFGHJK,SWO,2015,0.48697
discards,7BCEFGHJK,SYC,2003,1774.565
landings,7BCEFGHJK,SYC,2003,0
discards,7BCEFGHJK,SYC,2004,4198.643
landings,7BCEFGHJK,SYC,2004,0
discards,7BCEFGHJK,SYC,2005,3669.334
landings,7BCEFGHJK,SYC,2005,0
discards,7BCEFGHJK,SYC,2006,3161.003
landings,7BCEFGHJK,SYC,2006,0
discards,7BCEFGHJK,SYC,2007,3665.679
landings,7BCEFGHJK,SYC,2007,0
discards,7BCEFGHJK,SYC,2008,4442.936
landings,7BCEFGHJK,SYC,2008,0
discards,7BCEFGHJK,SYC,2009,1161.406
landings,7BCEFGHJK,SYC,2009,0
discards,7BCEFGHJK,SYC,2010,1177.168
landings,7BCEFGHJK,SYC,2010,0
discards,7BCEFGHJK,SYC,2011,4390.24
landings,7BCEFGHJK,SYC,2011,69.438
discards,7BCEFGHJK,SYC,2012,6135.612
landings,7BCEFGHJK,SYC,2012,396.546
discards,7BCEFGHJK,SYC,2013,6850.864
landings,7BCEFGHJK,SYC,2013,395.587
discards,7BCEFGHJK,SYC,2014,5689.969
landings,7BCEFGHJK,SYC,2014,223.511
discards,7BCEFGHJK,SYC,2015,5570.104
landings,7BCEFGHJK,SYC,2015,735.732
discards,7BCEFGHJK,SYR,2010,
landings,7BCEFGHJK,SYR,2010,1.05
discards,7BCEFGHJK,SYR,2011,
landings,7BCEFGHJK,SYR,2011,0.185
discards,7BCEFGHJK,SYT,2004,2.329
landings,7BCEFGHJK,SYT,2004,0
discards,7BCEFGHJK,SYT,2006,11.534
landings,7BCEFGHJK,SYT,2006,0
discards,7BCEFGHJK,SYT,2007,4.649
landings,7BCEFGHJK,SYT,2007,0
discards,7BCEFGHJK,SYT,2008,0.526
landings,7BCEFGHJK,SYT,2008,0
discards,7BCEFGHJK,SYT,2009,1.707
landings,7BCEFGHJK,SYT,2009,0
discards,7BCEFGHJK,SYT,2010,2.065
landings,7BCEFGHJK,SYT,2010,0
discards,7BCEFGHJK,SYT,2012,186.813
landings,7BCEFGHJK,SYT,2012,7.64
discards,7BCEFGHJK,SYT,2013,117.977
landings,7BCEFGHJK,SYT,2013,15.64
discards,7BCEFGHJK,SYT,2014,12.8
landings,7BCEFGHJK,SYT,2014,29.053
discards,7BCEFGHJK,SYT,2015,62.867512
landings,7BCEFGHJK,SYT,2015,47.929
discards,7BCEFGHJK,SYX,2011,
landings,7BCEFGHJK,SYX,2011,1.749
discards,7BCEFGHJK,SYX,2012,
landings,7BCEFGHJK,SYX,2012,119.74
discards,7BCEFGHJK,SYX,2013,
landings,7BCEFGHJK,SYX,2013,22.101
discards,7BCEFGHJK,SYX,2014,
landings,7BCEFGHJK,SYX,2014,63.887
discards,7BCEFGHJK,SYX,2015,
landings,7BCEFGHJK,SYX,2015,28.097
discards,7BCEFGHJK,TBR,2011,0.303
landings,7BCEFGHJK,TBR,2011,0
discards,7BCEFGHJK,TBY,2004,0.027
landings,7BCEFGHJK,TBY,2004,0
discards,7BCEFGHJK,TBY,2006,0.033
landings,7BCEFGHJK,TBY,2006,0
discards,7BCEFGHJK,TBY,2008,0.08
landings,7BCEFGHJK,TBY,2008,0
discards,7BCEFGHJK,THR,2012,
landings,7BCEFGHJK,THR,2012,0.144
discards,7BCEFGHJK,THR,2014,
landings,7BCEFGHJK,THR,2014,0.07
discards,7BCEFGHJK,TJX,2011,
landings,7BCEFGHJK,TJX,2011,0.779
discards,7BCEFGHJK,TJX,2012,
landings,7BCEFGHJK,TJX,2012,1.89688
discards,7BCEFGHJK,TJX,2013,
landings,7BCEFGHJK,TJX,2013,5.01
discards,7BCEFGHJK,TJX,2014,0
landings,7BCEFGHJK,TJX,2014,0.8708
discards,7BCEFGHJK,TJX,2015,
landings,7BCEFGHJK,TJX,2015,0.73685
discards,7BCEFGHJK,TOE,2004,
landings,7BCEFGHJK,TOE,2004,0.017
discards,7BCEFGHJK,TOE,2005,
landings,7BCEFGHJK,TOE,2005,0.068
discards,7BCEFGHJK,TOE,2007,
landings,7BCEFGHJK,TOE,2007,0.017
discards,7BCEFGHJK,TOP,2005,
landings,7BCEFGHJK,TOP,2005,0.012
discards,7BCEFGHJK,TOP,2006,
landings,7BCEFGHJK,TOP,2006,0.112
discards,7BCEFGHJK,TOP,2009,
landings,7BCEFGHJK,TOP,2009,0.017
discards,7BCEFGHJK,TPS,2014,
landings,7BCEFGHJK,TPS,2014,0.4021
discards,7BCEFGHJK,TPS,2015,
landings,7BCEFGHJK,TPS,2015,0.00024
discards,7BCEFGHJK,TRA,2014,
landings,7BCEFGHJK,TRA,2014,0.006
discards,7BCEFGHJK,TRI,2003,
landings,7BCEFGHJK,TRI,2003,12.781
discards,7BCEFGHJK,TRI,2004,0
landings,7BCEFGHJK,TRI,2004,14.266
discards,7BCEFGHJK,TRI,2005,
landings,7BCEFGHJK,TRI,2005,17.499
discards,7BCEFGHJK,TRI,2006,0
landings,7BCEFGHJK,TRI,2006,19.659
discards,7BCEFGHJK,TRI,2007,
landings,7BCEFGHJK,TRI,2007,11.947
discards,7BCEFGHJK,TRI,2008,
landings,7BCEFGHJK,TRI,2008,7.37
discards,7BCEFGHJK,TRI,2011,
landings,7BCEFGHJK,TRI,2011,0.015
discards,7BCEFGHJK,TRI,2012,
landings,7BCEFGHJK,TRI,2012,0.012
discards,7BCEFGHJK,TRI,2013,
landings,7BCEFGHJK,TRI,2013,0.005
discards,7BCEFGHJK,TRI,2014,
landings,7BCEFGHJK,TRI,2014,0.01144
discards,7BCEFGHJK,TRI,2015,
landings,7BCEFGHJK,TRI,2015,0.011
discards,7BCEFGHJK,TTR,2003,1.34
landings,7BCEFGHJK,TTR,2003,0
discards,7BCEFGHJK,TTR,2004,7.783
landings,7BCEFGHJK,TTR,2004,0
discards,7BCEFGHJK,TTR,2006,8.915
landings,7BCEFGHJK,TTR,2006,0
discards,7BCEFGHJK,TTR,2009,0.008
landings,7BCEFGHJK,TTR,2009,0
discards,7BCEFGHJK,TTR,2011,10.722
landings,7BCEFGHJK,TTR,2011,0
discards,7BCEFGHJK,TTR,2012,0.629
landings,7BCEFGHJK,TTR,2012,0
discards,7BCEFGHJK,TTR,2013,7.682
landings,7BCEFGHJK,TTR,2013,0
discards,7BCEFGHJK,TTR,2015,3.893
landings,7BCEFGHJK,TTR,2015,0
discards,7BCEFGHJK,TUN,2006,
landings,7BCEFGHJK,TUN,2006,0.009
discards,7BCEFGHJK,TUR,2003,0
landings,7BCEFGHJK,TUR,2003,490.3266
discards,7BCEFGHJK,TUR,2004,0.381
landings,7BCEFGHJK,TUR,2004,472.8048
discards,7BCEFGHJK,TUR,2005,0
landings,7BCEFGHJK,TUR,2005,434.0739
discards,7BCEFGHJK,TUR,2006,2.586
landings,7BCEFGHJK,TUR,2006,382.5946
discards,7BCEFGHJK,TUR,2007,1.056
landings,7BCEFGHJK,TUR,2007,408.7808
discards,7BCEFGHJK,TUR,2008,0.369
landings,7BCEFGHJK,TUR,2008,318.3128
discards,7BCEFGHJK,TUR,2009,0.47
landings,7BCEFGHJK,TUR,2009,306.2955
discards,7BCEFGHJK,TUR,2010,2.358
landings,7BCEFGHJK,TUR,2010,358.8122
discards,7BCEFGHJK,TUR,2011,3.295
landings,7BCEFGHJK,TUR,2011,409.72705
discards,7BCEFGHJK,TUR,2012,2.303
landings,7BCEFGHJK,TUR,2012,516.93189
discards,7BCEFGHJK,TUR,2013,0.656467
landings,7BCEFGHJK,TUR,2013,481.01377
discards,7BCEFGHJK,TUR,2014,0.135944
landings,7BCEFGHJK,TUR,2014,492.40108
discards,7BCEFGHJK,TUR,2015,0.118746
landings,7BCEFGHJK,TUR,2015,473.66276
discards,7BCEFGHJK,USB,2004,0.808
landings,7BCEFGHJK,USB,2004,0
discards,7BCEFGHJK,USB,2006,0.214
landings,7BCEFGHJK,USB,2006,0
discards,7BCEFGHJK,USB,2009,2.096
landings,7BCEFGHJK,USB,2009,0
discards,7BCEFGHJK,USB,2011,
landings,7BCEFGHJK,USB,2011,0.005
discards,7BCEFGHJK,USB,2012,
landings,7BCEFGHJK,USB,2012,0.006
discards,7BCEFGHJK,USB,2014,
landings,7BCEFGHJK,USB,2014,8.60508
discards,7BCEFGHJK,USB,2015,
landings,7BCEFGHJK,USB,2015,7.86803
discards,7BCEFGHJK,USK,2003,0
landings,7BCEFGHJK,USK,2003,22.0718
discards,7BCEFGHJK,USK,2004,421.289
landings,7BCEFGHJK,USK,2004,21.4082
discards,7BCEFGHJK,USK,2005,1.325
landings,7BCEFGHJK,USK,2005,17.4003
discards,7BCEFGHJK,USK,2006,0
landings,7BCEFGHJK,USK,2006,6.835
discards,7BCEFGHJK,USK,2007,0
