Measure Names,reg_area_cod,species,year,Measure Values
landings,7BCEFGHJK,ETX,2013,0
discards,7BCEFGHJK,ETX,2014,0.68
landings,7BCEFGHJK,ETX,2014,0
discards,7BCEFGHJK,ETX,2015,0.7
landings,7BCEFGHJK,ETX,2015,0
discards,7BCEFGHJK,FAM,2012,
landings,7BCEFGHJK,FAM,2012,0.06
discards,7BCEFGHJK,FGX,2006,0.026
landings,7BCEFGHJK,FGX,2006,0
discards,7BCEFGHJK,FGX,2007,0.617
landings,7BCEFGHJK,FGX,2007,0
discards,7BCEFGHJK,FGX,2009,0.007
landings,7BCEFGHJK,FGX,2009,0
discards,7BCEFGHJK,FGX,2013,0.007
landings,7BCEFGHJK,FGX,2013,0
discards,7BCEFGHJK,FLE,2003,0.453
landings,7BCEFGHJK,FLE,2003,0.75
discards,7BCEFGHJK,FLE,2004,1.139
landings,7BCEFGHJK,FLE,2004,1.468
discards,7BCEFGHJK,FLE,2005,2.076
landings,7BCEFGHJK,FLE,2005,2.176
discards,7BCEFGHJK,FLE,2006,3.728
landings,7BCEFGHJK,FLE,2006,0.683
discards,7BCEFGHJK,FLE,2007,4.267
landings,7BCEFGHJK,FLE,2007,0.538
discards,7BCEFGHJK,FLE,2008,5.497
landings,7BCEFGHJK,FLE,2008,0.266
discards,7BCEFGHJK,FLE,2009,34.289
landings,7BCEFGHJK,FLE,2009,0.266
discards,7BCEFGHJK,FLE,2010,9.1
landings,7BCEFGHJK,FLE,2010,0
discards,7BCEFGHJK,FLE,2011,15.504
landings,7BCEFGHJK,FLE,2011,41.53
discards,7BCEFGHJK,FLE,2012,139.295
landings,7BCEFGHJK,FLE,2012,37.391
discards,7BCEFGHJK,FLE,2013,18.4
landings,7BCEFGHJK,FLE,2013,36.764
discards,7BCEFGHJK,FLE,2014,2.542
landings,7BCEFGHJK,FLE,2014,18.23354
discards,7BCEFGHJK,FLE,2015,3.969
landings,7BCEFGHJK,FLE,2015,54.32039
discards,7BCEFGHJK,FLW,2003,0
landings,7BCEFGHJK,FLW,2003,0.208
discards,7BCEFGHJK,FLW,2007,
landings,7BCEFGHJK,FLW,2007,0.02
discards,7BCEFGHJK,FLX,2003,12.734
landings,7BCEFGHJK,FLX,2003,64.2817
discards,7BCEFGHJK,FLX,2004,1.135
landings,7BCEFGHJK,FLX,2004,36.406
discards,7BCEFGHJK,FLX,2005,1.261
landings,7BCEFGHJK,FLX,2005,29.215
discards,7BCEFGHJK,FLX,2006,
landings,7BCEFGHJK,FLX,2006,28.338
discards,7BCEFGHJK,FLX,2007,
landings,7BCEFGHJK,FLX,2007,34.086
discards,7BCEFGHJK,FLX,2008,
landings,7BCEFGHJK,FLX,2008,28.211
discards,7BCEFGHJK,FLX,2009,4.33
landings,7BCEFGHJK,FLX,2009,38.92
discards,7BCEFGHJK,FLX,2010,0
landings,7BCEFGHJK,FLX,2010,50.1624
discards,7BCEFGHJK,FLX,2011,0.622
landings,7BCEFGHJK,FLX,2011,1.119
discards,7BCEFGHJK,FLX,2012,0.93
landings,7BCEFGHJK,FLX,2012,5.8117
discards,7BCEFGHJK,FLX,2013,13.506
landings,7BCEFGHJK,FLX,2013,6.7935
discards,7BCEFGHJK,FLX,2014,0
landings,7BCEFGHJK,FLX,2014,2.08
discards,7BCEFGHJK,FLX,2015,0
landings,7BCEFGHJK,FLX,2015,2.05
discards,7BCEFGHJK,FOX,2003,126.801
landings,7BCEFGHJK,FOX,2003,469.4685
discards,7BCEFGHJK,FOX,2004,1675.358
landings,7BCEFGHJK,FOX,2004,442.9878
discards,7BCEFGHJK,FOX,2005,1312.07
landings,7BCEFGHJK,FOX,2005,452.6194
discards,7BCEFGHJK,FOX,2006,
landings,7BCEFGHJK,FOX,2006,280.2713
discards,7BCEFGHJK,FOX,2007,2798.542
landings,7BCEFGHJK,FOX,2007,176.5317
discards,7BCEFGHJK,FOX,2008,443.861
landings,7BCEFGHJK,FOX,2008,103.5036
discards,7BCEFGHJK,FOX,2009,426.776
landings,7BCEFGHJK,FOX,2009,71.6973
discards,7BCEFGHJK,FOX,2010,116198.600966
landings,7BCEFGHJK,FOX,2010,939.35521
discards,7BCEFGHJK,FOX,2011,13616.198
landings,7BCEFGHJK,FOX,2011,221.9448
discards,7BCEFGHJK,FOX,2012,232.407
landings,7BCEFGHJK,FOX,2012,11.3218
discards,7BCEFGHJK,FOX,2013,7441.001196
landings,7BCEFGHJK,FOX,2013,273.39161
discards,7BCEFGHJK,FOX,2014,4576.048369
landings,7BCEFGHJK,FOX,2014,270.07412
discards,7BCEFGHJK,FOX,2015,3058.623269
landings,7BCEFGHJK,FOX,2015,332.38387
discards,7BCEFGHJK,FPE,2010,
landings,7BCEFGHJK,FPE,2010,0.003
discards,7BCEFGHJK,GAD,2012,0.63
landings,7BCEFGHJK,GAD,2012,0
discards,7BCEFGHJK,GAD,2013,0.53
landings,7BCEFGHJK,GAD,2013,0.68
discards,7BCEFGHJK,GAD,2014,0.41
landings,7BCEFGHJK,GAD,2014,0
discards,7BCEFGHJK,GAD,2015,3.36
landings,7BCEFGHJK,GAD,2015,0
discards,7BCEFGHJK,GAG,2003,
landings,7BCEFGHJK,GAG,2003,8.274
discards,7BCEFGHJK,GAG,2004,
landings,7BCEFGHJK,GAG,2004,15.8831
discards,7BCEFGHJK,GAG,2005,67.584
landings,7BCEFGHJK,GAG,2005,15.4791
discards,7BCEFGHJK,GAG,2006,
landings,7BCEFGHJK,GAG,2006,19.325
discards,7BCEFGHJK,GAG,2007,11.639
landings,7BCEFGHJK,GAG,2007,9.975
discards,7BCEFGHJK,GAG,2008,7.666
landings,7BCEFGHJK,GAG,2008,7.718
discards,7BCEFGHJK,GAG,2009,1.58
landings,7BCEFGHJK,GAG,2009,6.3576
discards,7BCEFGHJK,GAG,2010,2564.486
landings,7BCEFGHJK,GAG,2010,104.6977
discards,7BCEFGHJK,GAG,2011,9.063853
landings,7BCEFGHJK,GAG,2011,55.2568
discards,7BCEFGHJK,GAG,2012,0
landings,7BCEFGHJK,GAG,2012,54.96646
discards,7BCEFGHJK,GAG,2013,
landings,7BCEFGHJK,GAG,2013,74.8087
discards,7BCEFGHJK,GAG,2014,0
landings,7BCEFGHJK,GAG,2014,129.79703
discards,7BCEFGHJK,GAG,2015,887.470357
landings,7BCEFGHJK,GAG,2015,178.45252
discards,7BCEFGHJK,GAM,2011,
landings,7BCEFGHJK,GAM,2011,0.0085
discards,7BCEFGHJK,GAR,2003,0.119
landings,7BCEFGHJK,GAR,2003,0.796
discards,7BCEFGHJK,GAR,2004,
landings,7BCEFGHJK,GAR,2004,0.825
discards,7BCEFGHJK,GAR,2005,
landings,7BCEFGHJK,GAR,2005,0.268
discards,7BCEFGHJK,GAR,2006,0.45
landings,7BCEFGHJK,GAR,2006,1.059
discards,7BCEFGHJK,GAR,2007,0.257
landings,7BCEFGHJK,GAR,2007,4.525
discards,7BCEFGHJK,GAR,2008,0
landings,7BCEFGHJK,GAR,2008,2.541
discards,7BCEFGHJK,GAR,2009,
landings,7BCEFGHJK,GAR,2009,2.541
discards,7BCEFGHJK,GAR,2011,
landings,7BCEFGHJK,GAR,2011,0.025
discards,7BCEFGHJK,GAR,2012,
landings,7BCEFGHJK,GAR,2012,0.008
discards,7BCEFGHJK,GAR,2013,
landings,7BCEFGHJK,GAR,2013,0.003
discards,7BCEFGHJK,GAR,2014,
landings,7BCEFGHJK,GAR,2014,0.96109
discards,7BCEFGHJK,GAR,2015,0.01
landings,7BCEFGHJK,GAR,2015,1.4104
discards,7BCEFGHJK,GDG,2004,0.025
landings,7BCEFGHJK,GDG,2004,0
discards,7BCEFGHJK,GDG,2008,0.055
landings,7BCEFGHJK,GDG,2008,0
discards,7BCEFGHJK,GFB,2003,25.436
landings,7BCEFGHJK,GFB,2003,16.214
discards,7BCEFGHJK,GFB,2004,20.307
landings,7BCEFGHJK,GFB,2004,14.864
discards,7BCEFGHJK,GFB,2005,21.233
landings,7BCEFGHJK,GFB,2005,15.838
discards,7BCEFGHJK,GFB,2006,3.332
landings,7BCEFGHJK,GFB,2006,13.89
discards,7BCEFGHJK,GFB,2007,1.167
landings,7BCEFGHJK,GFB,2007,14.161
discards,7BCEFGHJK,GFB,2008,1.428
landings,7BCEFGHJK,GFB,2008,7.151
discards,7BCEFGHJK,GFB,2009,
landings,7BCEFGHJK,GFB,2009,6.897
discards,7BCEFGHJK,GFB,2011,0.678
landings,7BCEFGHJK,GFB,2011,23.906
discards,7BCEFGHJK,GFB,2012,
landings,7BCEFGHJK,GFB,2012,0.533
discards,7BCEFGHJK,GFB,2013,
landings,7BCEFGHJK,GFB,2013,0.612
discards,7BCEFGHJK,GFB,2014,0.666
landings,7BCEFGHJK,GFB,2014,21.4418
discards,7BCEFGHJK,GFB,2015,0.138
landings,7BCEFGHJK,GFB,2015,31.6103
discards,7BCEFGHJK,GGU,2003,7.924
landings,7BCEFGHJK,GGU,2003,0
discards,7BCEFGHJK,GGU,2004,11.151
landings,7BCEFGHJK,GGU,2004,0
discards,7BCEFGHJK,GGU,2005,10.327
landings,7BCEFGHJK,GGU,2005,0
discards,7BCEFGHJK,GGU,2006,10.239
landings,7BCEFGHJK,GGU,2006,0
discards,7BCEFGHJK,GGU,2007,4.006
landings,7BCEFGHJK,GGU,2007,0
discards,7BCEFGHJK,GGU,2008,0.7
landings,7BCEFGHJK,GGU,2008,0
discards,7BCEFGHJK,GGU,2009,6.306
landings,7BCEFGHJK,GGU,2009,0
discards,7BCEFGHJK,GGU,2010,0.963
landings,7BCEFGHJK,GGU,2010,0
discards,7BCEFGHJK,GGU,2011,2.843
landings,7BCEFGHJK,GGU,2011,0
discards,7BCEFGHJK,GGU,2012,0.698
landings,7BCEFGHJK,GGU,2012,0
discards,7BCEFGHJK,GGU,2013,0.041
landings,7BCEFGHJK,GGU,2013,0
discards,7BCEFGHJK,GGU,2014,2.318
landings,7BCEFGHJK,GGU,2014,0
discards,7BCEFGHJK,GGU,2015,6.183
landings,7BCEFGHJK,GGU,2015,0
discards,7BCEFGHJK,GHL,2003,
landings,7BCEFGHJK,GHL,2003,0.04
discards,7BCEFGHJK,GHL,2004,
landings,7BCEFGHJK,GHL,2004,1.482
discards,7BCEFGHJK,GHL,2006,
landings,7BCEFGHJK,GHL,2006,0.003
discards,7BCEFGHJK,GHL,2007,
landings,7BCEFGHJK,GHL,2007,0.114
discards,7BCEFGHJK,GKL,2014,
landings,7BCEFGHJK,GKL,2014,10.80031
discards,7BCEFGHJK,GKL,2015,
landings,7BCEFGHJK,GKL,2015,23.71492
discards,7BCEFGHJK,GOB,2003,0.006
landings,7BCEFGHJK,GOB,2003,0
discards,7BCEFGHJK,GOB,2004,0.068
landings,7BCEFGHJK,GOB,2004,0
discards,7BCEFGHJK,GOB,2006,0.002
landings,7BCEFGHJK,GOB,2006,0
discards,7BCEFGHJK,GOB,2007,0.006
landings,7BCEFGHJK,GOB,2007,0
discards,7BCEFGHJK,GOB,2008,0.563
landings,7BCEFGHJK,GOB,2008,0
discards,7BCEFGHJK,GOB,2011,0.001
landings,7BCEFGHJK,GOB,2011,0
discards,7BCEFGHJK,GPD,2006,
landings,7BCEFGHJK,GPD,2006,0.007
discards,7BCEFGHJK,GPD,2007,
landings,7BCEFGHJK,GPD,2007,0.13
discards,7BCEFGHJK,GRV,2003,
landings,7BCEFGHJK,GRV,2003,133.48
discards,7BCEFGHJK,GRV,2004,6.009
landings,7BCEFGHJK,GRV,2004,272.95
discards,7BCEFGHJK,GRV,2005,12.046
landings,7BCEFGHJK,GRV,2005,252
discards,7BCEFGHJK,GRV,2006,
landings,7BCEFGHJK,GRV,2006,62.6
discards,7BCEFGHJK,GRV,2007,0.598
landings,7BCEFGHJK,GRV,2007,0
discards,7BCEFGHJK,GRV,2008,74.628
landings,7BCEFGHJK,GRV,2008,0
discards,7BCEFGHJK,GRV,2009,0.55
landings,7BCEFGHJK,GRV,2009,0
discards,7BCEFGHJK,GRV,2010,94.87
landings,7BCEFGHJK,GRV,2010,0.01
discards,7BCEFGHJK,GRV,2011,1.06
landings,7BCEFGHJK,GRV,2011,8.071
discards,7BCEFGHJK,GRV,2012,0.455
landings,7BCEFGHJK,GRV,2012,0.2288
discards,7BCEFGHJK,GRV,2013,2.07
landings,7BCEFGHJK,GRV,2013,0
discards,7BCEFGHJK,GRV,2014,2.41
landings,7BCEFGHJK,GRV,2014,0.00532
discards,7BCEFGHJK,GRV,2015,8.07
landings,7BCEFGHJK,GRV,2015,0.216
discards,7BCEFGHJK,GSE,2004,0.041
landings,7BCEFGHJK,GSE,2004,0
discards,7BCEFGHJK,GSE,2006,0.042
landings,7BCEFGHJK,GSE,2006,0
discards,7BCEFGHJK,GSE,2009,2.624
landings,7BCEFGHJK,GSE,2009,0
discards,7BCEFGHJK,GSE,2012,0.315
landings,7BCEFGHJK,GSE,2012,0
discards,7BCEFGHJK,GSK,2011,
landings,7BCEFGHJK,GSK,2011,0.015
discards,7BCEFGHJK,GSM,2003,11.551
landings,7BCEFGHJK,GSM,2003,0
discards,7BCEFGHJK,GSM,2004,13.694
landings,7BCEFGHJK,GSM,2004,0
discards,7BCEFGHJK,GSM,2005,4.887
landings,7BCEFGHJK,GSM,2005,0
discards,7BCEFGHJK,GSM,2006,1.127
landings,7BCEFGHJK,GSM,2006,0
discards,7BCEFGHJK,GSM,2007,7.479
landings,7BCEFGHJK,GSM,2007,0
discards,7BCEFGHJK,GSM,2008,4
landings,7BCEFGHJK,GSM,2008,0
discards,7BCEFGHJK,GSM,2009,0.468
landings,7BCEFGHJK,GSM,2009,0
discards,7BCEFGHJK,GSM,2010,1.11
landings,7BCEFGHJK,GSM,2010,0
discards,7BCEFGHJK,GSM,2011,2.539
landings,7BCEFGHJK,GSM,2011,0
discards,7BCEFGHJK,GSM,2012,2.114
landings,7BCEFGHJK,GSM,2012,0
discards,7BCEFGHJK,GSM,2013,1.006
landings,7BCEFGHJK,GSM,2013,0
discards,7BCEFGHJK,GSM,2014,1.014
landings,7BCEFGHJK,GSM,2014,0
discards,7BCEFGHJK,GSM,2015,1.875
landings,7BCEFGHJK,GSM,2015,0.02112
discards,7BCEFGHJK,GUG,2003,6645.52
landings,7BCEFGHJK,GUG,2003,48.487
discards,7BCEFGHJK,GUG,2004,1158.631
landings,7BCEFGHJK,GUG,2004,45.352
discards,7BCEFGHJK,GUG,2005,508.256
landings,7BCEFGHJK,GUG,2005,39.693
discards,7BCEFGHJK,GUG,2006,749.404
landings,7BCEFGHJK,GUG,2006,18.232
discards,7BCEFGHJK,GUG,2007,274.211
landings,7BCEFGHJK,GUG,2007,9.662
discards,7BCEFGHJK,GUG,2008,1041.849
landings,7BCEFGHJK,GUG,2008,9.764
discards,7BCEFGHJK,GUG,2009,94.465
landings,7BCEFGHJK,GUG,2009,9.764
discards,7BCEFGHJK,GUG,2010,69.585
landings,7BCEFGHJK,GUG,2010,0
discards,7BCEFGHJK,GUG,2011,91.675
landings,7BCEFGHJK,GUG,2011,0
discards,7BCEFGHJK,GUG,2012,383.423
landings,7BCEFGHJK,GUG,2012,22.551
discards,7BCEFGHJK,GUG,2013,83.772
landings,7BCEFGHJK,GUG,2013,21.624
discards,7BCEFGHJK,GUG,2014,122.226
landings,7BCEFGHJK,GUG,2014,9.399
discards,7BCEFGHJK,GUG,2015,75.816
landings,7BCEFGHJK,GUG,2015,9.469
discards,7BCEFGHJK,GUN,2004,0.134
landings,7BCEFGHJK,GUN,2004,0
discards,7BCEFGHJK,GUN,2012,0.22
landings,7BCEFGHJK,GUN,2012,0
discards,7BCEFGHJK,GUN,2015,0.309
landings,7BCEFGHJK,GUN,2015,0
discards,7BCEFGHJK,GUP,2003,
landings,7BCEFGHJK,GUP,2003,0.33
discards,7BCEFGHJK,GUP,2004,
landings,7BCEFGHJK,GUP,2004,0.04
discards,7BCEFGHJK,GUP,2005,
landings,7BCEFGHJK,GUP,2005,14.29
discards,7BCEFGHJK,GUP,2008,0.22
landings,7BCEFGHJK,GUP,2008,0
discards,7BCEFGHJK,GUP,2012,
landings,7BCEFGHJK,GUP,2012,0.07
discards,7BCEFGHJK,GUQ,2004,8.864
landings,7BCEFGHJK,GUQ,2004,0
discards,7BCEFGHJK,GUQ,2005,0
landings,7BCEFGHJK,GUQ,2005,0.1
discards,7BCEFGHJK,GUQ,2008,
landings,7BCEFGHJK,GUQ,2008,0.13
discards,7BCEFGHJK,GUQ,2010,
landings,7BCEFGHJK,GUQ,2010,7.41
discards,7BCEFGHJK,GUQ,2011,
landings,7BCEFGHJK,GUQ,2011,2.37
discards,7BCEFGHJK,GUR,2003,7792.276
landings,7BCEFGHJK,GUR,2003,3271.224
discards,7BCEFGHJK,GUR,2004,1509.249
landings,7BCEFGHJK,GUR,2004,3384.44
discards,7BCEFGHJK,GUR,2005,3524.809
landings,7BCEFGHJK,GUR,2005,4200.268
discards,7BCEFGHJK,GUR,2006,4225.38
landings,7BCEFGHJK,GUR,2006,3267.678
discards,7BCEFGHJK,GUR,2007,3044.403
landings,7BCEFGHJK,GUR,2007,3090.835
discards,7BCEFGHJK,GUR,2008,47690.81
landings,7BCEFGHJK,GUR,2008,2000.329
discards,7BCEFGHJK,GUR,2009,356.881
landings,7BCEFGHJK,GUR,2009,1994.284
discards,7BCEFGHJK,GUR,2010,332.21
landings,7BCEFGHJK,GUR,2010,0
discards,7BCEFGHJK,GUR,2011,981.976
landings,7BCEFGHJK,GUR,2011,6.196
discards,7BCEFGHJK,GUR,2012,3579.873
landings,7BCEFGHJK,GUR,2012,141.53
discards,7BCEFGHJK,GUR,2013,389.133
landings,7BCEFGHJK,GUR,2013,125.534
discards,7BCEFGHJK,GUR,2014,8274
landings,7BCEFGHJK,GUR,2014,47.557
discards,7BCEFGHJK,GUR,2015,503.582
landings,7BCEFGHJK,GUR,2015,59.821
discards,7BCEFGHJK,GUU,2003,98.424
landings,7BCEFGHJK,GUU,2003,0
discards,7BCEFGHJK,GUU,2004,59.776
landings,7BCEFGHJK,GUU,2004,0
discards,7BCEFGHJK,GUU,2005,24.179
landings,7BCEFGHJK,GUU,2005,0
discards,7BCEFGHJK,GUU,2006,43.969
landings,7BCEFGHJK,GUU,2006,0
discards,7BCEFGHJK,GUU,2007,47.922
landings,7BCEFGHJK,GUU,2007,0
discards,7BCEFGHJK,GUU,2008,35.2
landings,7BCEFGHJK,GUU,2008,0
discards,7BCEFGHJK,GUU,2009,86.461
landings,7BCEFGHJK,GUU,2009,0
discards,7BCEFGHJK,GUU,2010,18.808
landings,7BCEFGHJK,GUU,2010,0
discards,7BCEFGHJK,GUU,2011,27.035
landings,7BCEFGHJK,GUU,2011,0
discards,7BCEFGHJK,GUU,2012,9.262
landings,7BCEFGHJK,GUU,2012,143.321
discards,7BCEFGHJK,GUU,2013,10.575
landings,7BCEFGHJK,GUU,2013,124.559
discards,7BCEFGHJK,GUU,2014,24.892
landings,7BCEFGHJK,GUU,2014,32.91
discards,7BCEFGHJK,GUU,2015,58.824
landings,7BCEFGHJK,GUU,2015,81.047
discards,7BCEFGHJK,GUX,2003,1.707
landings,7BCEFGHJK,GUX,2003,280.894
discards,7BCEFGHJK,GUX,2004,100.99
landings,7BCEFGHJK,GUX,2004,264.075
discards,7BCEFGHJK,GUX,2005,223.903
landings,7BCEFGHJK,GUX,2005,306.324
discards,7BCEFGHJK,GUX,2006,110.151
landings,7BCEFGHJK,GUX,2006,300.961
discards,7BCEFGHJK,GUX,2007,14.257
landings,7BCEFGHJK,GUX,2007,313.784
discards,7BCEFGHJK,GUX,2008,5.173
landings,7BCEFGHJK,GUX,2008,267.36
discards,7BCEFGHJK,GUX,2009,2.015
landings,7BCEFGHJK,GUX,2009,273.74099
discards,7BCEFGHJK,GUX,2010,0.007
landings,7BCEFGHJK,GUX,2010,0
discards,7BCEFGHJK,GUX,2011,
landings,7BCEFGHJK,GUX,2011,889.091
discards,7BCEFGHJK,GUX,2012,26562.788
landings,7BCEFGHJK,GUX,2012,1123.243
discards,7BCEFGHJK,GUX,2013,8555.86
landings,7BCEFGHJK,GUX,2013,1176.544
discards,7BCEFGHJK,GUX,2014,77016.763
landings,7BCEFGHJK,GUX,2014,3887.90463
discards,7BCEFGHJK,GUX,2015,47986.945
landings,7BCEFGHJK,GUX,2015,3516.28059
discards,7BCEFGHJK,HAD,2003,7856.402
landings,7BCEFGHJK,HAD,2003,5496.2286
discards,7BCEFGHJK,HAD,2004,7488.588
landings,7BCEFGHJK,HAD,2004,6054.8532
discards,7BCEFGHJK,HAD,2005,5034.667
landings,7BCEFGHJK,HAD,2005,4868.2523
discards,7BCEFGHJK,HAD,2006,4735.216
landings,7BCEFGHJK,HAD,2006,3966.354
discards,7BCEFGHJK,HAD,2007,3560.347
landings,7BCEFGHJK,HAD,2007,4897.1983
discards,7BCEFGHJK,HAD,2008,5056.331
landings,7BCEFGHJK,HAD,2008,5471.1938
discards,7BCEFGHJK,HAD,2009,6311.320409
landings,7BCEFGHJK,HAD,2009,7203.2713
discards,7BCEFGHJK,HAD,2010,11855.272207
landings,7BCEFGHJK,HAD,2010,9322.0453
discards,7BCEFGHJK,HAD,2011,10520.281033
landings,7BCEFGHJK,HAD,2011,13009.48484
discards,7BCEFGHJK,HAD,2012,11041.31139
landings,7BCEFGHJK,HAD,2012,16180.633049
discards,7BCEFGHJK,HAD,2013,6432.676764
landings,7BCEFGHJK,HAD,2013,12195.8772
discards,7BCEFGHJK,HAD,2014,5230.272772
landings,7BCEFGHJK,HAD,2014,9737.54594
discards,7BCEFGHJK,HAD,2015,7941.68521
landings,7BCEFGHJK,HAD,2015,8571.34947
discards,7BCEFGHJK,HAL,2003,0
landings,7BCEFGHJK,HAL,2003,11.5401
discards,7BCEFGHJK,HAL,2004,0.347
landings,7BCEFGHJK,HAL,2004,0.742
discards,7BCEFGHJK,HAL,2005,0
landings,7BCEFGHJK,HAL,2005,0.294
discards,7BCEFGHJK,HAL,2006,0
landings,7BCEFGHJK,HAL,2006,0.203
discards,7BCEFGHJK,HAL,2007,0
landings,7BCEFGHJK,HAL,2007,0.772
discards,7BCEFGHJK,HAL,2008,
landings,7BCEFGHJK,HAL,2008,0.022
discards,7BCEFGHJK,HAL,2009,0
landings,7BCEFGHJK,HAL,2009,0.167
discards,7BCEFGHJK,HAL,2010,0
landings,7BCEFGHJK,HAL,2010,0.2087
discards,7BCEFGHJK,HAL,2011,0
landings,7BCEFGHJK,HAL,2011,0.1242
discards,7BCEFGHJK,HAL,2012,
landings,7BCEFGHJK,HAL,2012,0.0437
discards,7BCEFGHJK,HAL,2013,
landings,7BCEFGHJK,HAL,2013,0.061
discards,7BCEFGHJK,HAL,2014,
landings,7BCEFGHJK,HAL,2014,0.001
discards,7BCEFGHJK,HAL,2015,
landings,7BCEFGHJK,HAL,2015,0.02076
discards,7BCEFGHJK,HER,2003,166.129
landings,7BCEFGHJK,HER,2003,15.932
discards,7BCEFGHJK,HER,2004,88.729
landings,7BCEFGHJK,HER,2004,98.5563
discards,7BCEFGHJK,HER,2005,729.016
landings,7BCEFGHJK,HER,2005,60.959
discards,7BCEFGHJK,HER,2006,3.552
landings,7BCEFGHJK,HER,2006,65.766
discards,7BCEFGHJK,HER,2007,1507.221
landings,7BCEFGHJK,HER,2007,41.802
discards,7BCEFGHJK,HER,2008,74.082
landings,7BCEFGHJK,HER,2008,68.45
discards,7BCEFGHJK,HER,2009,432.641
landings,7BCEFGHJK,HER,2009,113.9289
discards,7BCEFGHJK,HER,2010,674.27
landings,7BCEFGHJK,HER,2010,574.3187
discards,7BCEFGHJK,HER,2011,167.292
landings,7BCEFGHJK,HER,2011,85.533
discards,7BCEFGHJK,HER,2012,491.267
landings,7BCEFGHJK,HER,2012,4.2411
discards,7BCEFGHJK,HER,2013,74.583
landings,7BCEFGHJK,HER,2013,9.08
discards,7BCEFGHJK,HER,2014,362.121
landings,7BCEFGHJK,HER,2014,62.79131
discards,7BCEFGHJK,HER,2015,327.99
landings,7BCEFGHJK,HER,2015,36.71929
discards,7BCEFGHJK,HKB,2015,
landings,7BCEFGHJK,HKB,2015,0.112
discards,7BCEFGHJK,HKE,2003,840.415
landings,7BCEFGHJK,HKE,2003,2205.5972
discards,7BCEFGHJK,HKE,2004,554.632
landings,7BCEFGHJK,HKE,2004,2210.5532
discards,7BCEFGHJK,HKE,2005,2181.85
landings,7BCEFGHJK,HKE,2005,2457.1225
discards,7BCEFGHJK,HKE,2006,591.162
landings,7BCEFGHJK,HKE,2006,2167.0295
discards,7BCEFGHJK,HKE,2007,1508.394
landings,7BCEFGHJK,HKE,2007,2130.1901
discards,7BCEFGHJK,HKE,2008,727.103
landings,7BCEFGHJK,HKE,2008,1722.9519
discards,7BCEFGHJK,HKE,2009,2151.774
landings,7BCEFGHJK,HKE,2009,1668.42477
discards,7BCEFGHJK,HKE,2010,2988.761328
landings,7BCEFGHJK,HKE,2010,5406.32093
discards,7BCEFGHJK,HKE,2011,1296.523764
landings,7BCEFGHJK,HKE,2011,5517.435485
discards,7BCEFGHJK,HKE,2012,9949.737186
landings,7BCEFGHJK,HKE,2012,4160.09022
discards,7BCEFGHJK,HKE,2013,10933.829029
landings,7BCEFGHJK,HKE,2013,5801.29171
discards,7BCEFGHJK,HKE,2014,3753.073975
landings,7BCEFGHJK,HKE,2014,6623.3591
discards,7BCEFGHJK,HKE,2015,3225.691711
landings,7BCEFGHJK,HKE,2015,6963.33466
discards,7BCEFGHJK,HKS,2004,
landings,7BCEFGHJK,HKS,2004,0.05
discards,7BCEFGHJK,HKS,2008,
landings,7BCEFGHJK,HKS,2008,0.075
discards,7BCEFGHJK,HKS,2009,
landings,7BCEFGHJK,HKS,2009,0.075
discards,7BCEFGHJK,HLT,2014,
landings,7BCEFGHJK,HLT,2014,0.0154
discards,7BCEFGHJK,HMM,2003,
landings,7BCEFGHJK,HMM,2003,0.006
discards,7BCEFGHJK,HMM,2004,
landings,7BCEFGHJK,HMM,2004,0.355
discards,7BCEFGHJK,HMM,2005,
landings,7BCEFGHJK,HMM,2005,0.317
discards,7BCEFGHJK,HMM,2006,
landings,7BCEFGHJK,HMM,2006,0.79
discards,7BCEFGHJK,HMM,2007,
landings,7BCEFGHJK,HMM,2007,2.14
discards,7BCEFGHJK,HMM,2008,
landings,7BCEFGHJK,HMM,2008,0.257
discards,7BCEFGHJK,HMM,2009,
landings,7BCEFGHJK,HMM,2009,0.257
discards,7BCEFGHJK,HNG,2012,
landings,7BCEFGHJK,HNG,2012,0.04
discards,7BCEFGHJK,HNG,2013,
landings,7BCEFGHJK,HNG,2013,0.02
discards,7BCEFGHJK,HNG,2015,
landings,7BCEFGHJK,HNG,2015,0.05
discards,7BCEFGHJK,HOM,2003,0
landings,7BCEFGHJK,HOM,2003,46.745
discards,7BCEFGHJK,HOM,2004,0
landings,7BCEFGHJK,HOM,2004,52.398
discards,7BCEFGHJK,HOM,2005,0
landings,7BCEFGHJK,HOM,2005,77.388
discards,7BCEFGHJK,HOM,2006,0
landings,7BCEFGHJK,HOM,2006,58.202
discards,7BCEFGHJK,HOM,2007,0
landings,7BCEFGHJK,HOM,2007,49.487
discards,7BCEFGHJK,HOM,2008,0
landings,7BCEFGHJK,HOM,2008,43.966
discards,7BCEFGHJK,HOM,2009,
landings,7BCEFGHJK,HOM,2009,43.335
discards,7BCEFGHJK,HOM,2014,
landings,7BCEFGHJK,HOM,2014,1
discards,7BCEFGHJK,HOM,2015,
landings,7BCEFGHJK,HOM,2015,2.924
discards,7BCEFGHJK,HPR,2008,0.452
landings,7BCEFGHJK,HPR,2008,0
discards,7BCEFGHJK,HPR,2010,0.35
landings,7BCEFGHJK,HPR,2010,17.784
discards,7BCEFGHJK,HPR,2011,0
landings,7BCEFGHJK,HPR,2011,0.05
